repo	seed	author	commits	commitShare	lines	lineShare	gap	filesSampled	filesTotal	authorsTotal
kkdai/youtube	c	Ogguz	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Krishna Kanhaiya	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Mohammad Parvin	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Michael Misch	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	NMisko	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Rizky Puji Raharja	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	robrotheram	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	RuizLenato	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Sandro	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Simo Aleksandrov	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Talha Altınel	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Toby Chui	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	user	1	0.002370	0	0.000000	-0.002370	9	56	69
kkdai/youtube	c	Mate Valko	1	0.002370	0	0.000000	-0.002370	9	56	69
rust-postgres/rust-postgres	a	Steven Fackler	2144	0.789106	5523	0.526301	-0.262805	43	182	187
rust-postgres/rust-postgres	a	Paolo Barbolini	77	0.028340	2607	0.248428	0.220088	43	182	187
rust-postgres/rust-postgres	a	Ramnivas Laddad	6	0.002208	245	0.023347	0.021138	43	182	187
rust-postgres/rust-postgres	a	Matt Oliver	4	0.001472	217	0.020678	0.019206	43	182	187
rust-postgres/rust-postgres	a	Saber Haj Rabiee	7	0.002576	209	0.019916	0.017340	43	182	187
rust-postgres/rust-postgres	a	ash-hashtag	1	0.000368	181	0.017248	0.016880	43	182	187
rust-postgres/rust-postgres	a	Shawn L.	8	0.002944	167	0.015914	0.012969	43	182	187
rust-postgres/rust-postgres	a	Laurențiu Nicola	2	0.000736	151	0.014389	0.013653	43	182	187
rust-postgres/rust-postgres	a	Jeff Davis	5	0.001840	144	0.013722	0.011882	43	182	187
rust-postgres/rust-postgres	a	Nikhil Benesch	10	0.003681	141	0.013436	0.009756	43	182	187
rust-postgres/rust-postgres	a	Rik van der Kleij	1	0.000368	122	0.011626	0.011258	43	182	187
rust-postgres/rust-postgres	a	ilslv	1	0.000368	113	0.010768	0.010400	43	182	187
rust-postgres/rust-postgres	a	Maël Obréjan	3	0.001104	67	0.006385	0.005280	43	182	187
rust-postgres/rust-postgres	a	Steven Fackler	60	0.022083	48	0.004574	-0.017509	43	182	187
rust-postgres/rust-postgres	a	Peter Blackson	1	0.000368	45	0.004288	0.003920	43	182	187
rust-postgres/rust-postgres	a	crusopaul	1	0.000368	37	0.003526	0.003158	43	182	187
rust-postgres/rust-postgres	a	Bernardo Uriarte Blanco	5	0.001840	36	0.003431	0.001590	43	182	187
rust-postgres/rust-postgres	a	Erik Johnston	3	0.001104	34	0.003240	0.002136	43	182	187
rust-postgres/rust-postgres	a	Allan	9	0.003312	31	0.002954	-0.000358	43	182	187
rust-postgres/rust-postgres	a	Andreas Runfalk	1	0.000368	30	0.002859	0.002491	43	182	187
rust-postgres/rust-postgres	a	novacrazy	1	0.000368	29	0.002763	0.002395	43	182	187
rust-postgres/rust-postgres	a	Michael P. Jung	5	0.001840	28	0.002668	0.000828	43	182	187
rust-postgres/rust-postgres	a	Alex Chi	2	0.000736	27	0.002573	0.001837	43	182	187
rust-postgres/rust-postgres	a	Allan Zhang	9	0.003312	23	0.002192	-0.001121	43	182	187
rust-postgres/rust-postgres	a	Marcin Pajkowski	1	0.000368	23	0.002192	0.001824	43	182	187
rust-postgres/rust-postgres	a	Tim Anderson	4	0.001472	21	0.002001	0.000529	43	182	187
rust-postgres/rust-postgres	a	Sergei Patiakin	5	0.001840	20	0.001906	0.000066	43	182	187
rust-postgres/rust-postgres	a	Dane Rigby	6	0.002208	17	0.001620	-0.000588	43	182	187
rust-postgres/rust-postgres	a	Conrad Ludgate	3	0.001104	17	0.001620	0.000516	43	182	187
rust-postgres/rust-postgres	a	Fredrik Enestad	2	0.000736	17	0.001620	0.000884	43	182	187
rust-postgres/rust-postgres	a	Lukas Kalbertodt	2	0.000736	13	0.001239	0.000503	43	182	187
rust-postgres/rust-postgres	a	Michael Kirk	2	0.000736	12	0.001144	0.000407	43	182	187
rust-postgres/rust-postgres	a	Ning Sun	7	0.002576	10	0.000953	-0.001623	43	182	187
rust-postgres/rust-postgres	a	Brandon W Maister	1	0.000368	9	0.000858	0.000490	43	182	187
rust-postgres/rust-postgres	a	ds-cbo	4	0.001472	8	0.000762	-0.000710	43	182	187
rust-postgres/rust-postgres	a	Chris West (Faux)	4	0.001472	8	0.000762	-0.000710	43	182	187
rust-postgres/rust-postgres	a	Richard Dodd	3	0.001104	7	0.000667	-0.000437	43	182	187
rust-postgres/rust-postgres	a	mibac138	2	0.000736	6	0.000572	-0.000164	43	182	187
rust-postgres/rust-postgres	a	Basti Ortiz	6	0.002208	5	0.000476	-0.001732	43	182	187
rust-postgres/rust-postgres	a	Jacob Chang	1	0.000368	5	0.000476	0.000108	43	182	187
rust-postgres/rust-postgres	a	Charles Hall	1	0.000368	4	0.000381	0.000013	43	182	187
rust-postgres/rust-postgres	a	dependabot[bot]	18	0.006625	3	0.000286	-0.006339	43	182	187
rust-postgres/rust-postgres	a	Hirotaka Azuma	7	0.002576	3	0.000286	-0.002290	43	182	187
rust-postgres/rust-postgres	a	Dmitry Ivanov	1	0.000368	3	0.000286	-0.000082	43	182	187
rust-postgres/rust-postgres	a	Mateusz Mikuła	1	0.000368	3	0.000286	-0.000082	43	182	187
rust-postgres/rust-postgres	a	Pekka Enberg	1	0.000368	3	0.000286	-0.000082	43	182	187
rust-postgres/rust-postgres	a	Aaron Loucks	5	0.001840	2	0.000191	-0.001650	43	182	187
rust-postgres/rust-postgres	a	Alex Pearson	2	0.000736	2	0.000191	-0.000546	43	182	187
rust-postgres/rust-postgres	a	Rohit Singh	1	0.000368	2	0.000191	-0.000177	43	182	187
rust-postgres/rust-postgres	a	Kristof Mattei	1	0.000368	2	0.000191	-0.000177	43	182	187
rust-postgres/rust-postgres	a	Dmitriy Pleshevskiy	1	0.000368	2	0.000191	-0.000177	43	182	187
rust-postgres/rust-postgres	a	Geoffry Song	1	0.000368	2	0.000191	-0.000177	43	182	187
rust-postgres/rust-postgres	a	Paul Hemberger	4	0.001472	1	0.000095	-0.001377	43	182	187
rust-postgres/rust-postgres	a	Ruslan Talpa	3	0.001104	1	0.000095	-0.001009	43	182	187
rust-postgres/rust-postgres	a	Justin Wayne	2	0.000736	1	0.000095	-0.000641	43	182	187
rust-postgres/rust-postgres	a	Sidney Cammeresi	2	0.000736	1	0.000095	-0.000641	43	182	187
rust-postgres/rust-postgres	a	Naim A	1	0.000368	1	0.000095	-0.000273	43	182	187
rust-postgres/rust-postgres	a	Darren Tsung	1	0.000368	1	0.000095	-0.000273	43	182	187
rust-postgres/rust-postgres	a	Vladislav Nezhutin	1	0.000368	1	0.000095	-0.000273	43	182	187
rust-postgres/rust-postgres	a	wuaoxiang	1	0.000368	1	0.000095	-0.000273	43	182	187
rust-postgres/rust-postgres	a	xxchan	1	0.000368	1	0.000095	-0.000273	43	182	187
rust-postgres/rust-postgres	a	Yeongbae Jeon	1	0.000368	1	0.000095	-0.000273	43	182	187
rust-postgres/rust-postgres	a	Trung Dinh	14	0.005153	0	0.000000	-0.005153	43	182	187
rust-postgres/rust-postgres	a	dependabot-preview[bot]	10	0.003681	0	0.000000	-0.003681	43	182	187
rust-postgres/rust-postgres	a	Joe Wilm	10	0.003681	0	0.000000	-0.003681	43	182	187
rust-postgres/rust-postgres	a	Alex Crichton	8	0.002944	0	0.000000	-0.002944	43	182	187
rust-postgres/rust-postgres	a	zach-com	5	0.001840	0	0.000000	-0.001840	43	182	187
rust-postgres/rust-postgres	a	Zeb Piasecki	5	0.001840	0	0.000000	-0.001840	43	182	187
rust-postgres/rust-postgres	a	Andrew Baumhauer	4	0.001472	0	0.000000	-0.001472	43	182	187
rust-postgres/rust-postgres	a	Colin Maxfield	4	0.001472	0	0.000000	-0.001472	43	182	187
rust-postgres/rust-postgres	a	Kevin Butler	4	0.001472	0	0.000000	-0.001472	43	182	187
rust-postgres/rust-postgres	a	dvic	4	0.001472	0	0.000000	-0.001472	43	182	187
rust-postgres/rust-postgres	a	jaydenelliott	4	0.001472	0	0.000000	-0.001472	43	182	187
rust-postgres/rust-postgres	a	Kyle Huey	4	0.001472	0	0.000000	-0.001472	43	182	187
rust-postgres/rust-postgres	a	Joseph Koshakow	4	0.001472	0	0.000000	-0.001472	43	182	187
rust-postgres/rust-postgres	a	Nathan VanBenschoten	4	0.001472	0	0.000000	-0.001472	43	182	187
rust-postgres/rust-postgres	a	Lachezar Lechev	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	BratSinot	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	Cody P Schafer	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	Chinedu Francis Nwafili	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	Harry Maclean	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	Sebastian Schmidt	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	kestred	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	坚坚冰	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	Jim Radford	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	Steve Klabnik	3	0.001104	0	0.000000	-0.001104	43	182	187
rust-postgres/rust-postgres	a	philomathic_life	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	fakeshadow	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Basti Ortiz	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	chandr-andr (Kiselev Aleksandr)	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Corey Farwell	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Curtis McEnroe	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Duarte Nunes	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Lachezar Lechev	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Kirill Fomichev	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Stanislav Panferov	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	ReadmeCritic	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Oliver Schneider	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Matthijs van der Vleuten	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Johannes Schriewer	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Jakub Wieczorek	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Joshua Nelson	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Matt Duch	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Matthew Maurer	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Juan Aguilar Santillana	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Mike Dilger	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Niklas Hallqvist	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Petar Radosevic	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Philipp Korber	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	James Sanders	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	Sylwester Rąpała	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	TheSandwichMakr	2	0.000736	0	0.000000	-0.000736	43	182	187
rust-postgres/rust-postgres	a	andrew	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Charmander	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	die-herdplatte	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Jakub Koralewski	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Aleš Bizjak	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Abhishek Chanda	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Aleksander Vognild Burkow	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Andreas Sommer	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Andrew Baumhauer	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Ari Breitkreuz	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Artem Vorotnikov	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Benjamin Swart	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Christofer Nolander	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Dirkjan Ochtman	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Dan Burkert	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Davide Angelocola	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	George London	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Eric Kidd	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	kud1ing	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	shelvacu	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	gwenn	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Alex Gulyás	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Harris Kaufmann	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	hansolshin	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Andrew Baxter	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Ibiyemi Abiodun	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Ivan Kozik	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	James Guthrie	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Jeb Rosen	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	laxjesse	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Jonathan Reem	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	JR Smith	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Joshua Miller	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Joe Wilm	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Kai Yao	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Kim Rutherford	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Kris	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Charles Samuels	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Kyle Dewey	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Lev Kokotov	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Marko Tiikkaja	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Mathieu Rheaume	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Max Ammann	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Alejandro Carretero García	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Michael Niens	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Mike "Wizard" Dilger	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	est31	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Nicolas Guiard	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Tom Parker-Shemilt	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	paulbort	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Petros Angelatos	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	p512	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Qiu Chaofan	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Quentin Laveau	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Clément Renault	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Richard Jonas	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Robert Lord	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Rory McCann	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Mark Lee	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Sidney Cammeresi	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Santiago Lapresta	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Johannes Schickling	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	SabrinaJewson	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Sam Rijs	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Thomas de Zeeuw	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Tom Frank	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Tom Houlé	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	transcaffeine	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Troy Benson	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Tshepang Lekhonkhobe	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	TyanNN	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	vsuryamurthy	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Vinicius Hirschle	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Wahaha	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	a	Yuri Astrakhan	1	0.000368	0	0.000000	-0.000368	43	182	187
rust-postgres/rust-postgres	b	Steven Fackler	2144	0.789106	2534	0.699807	-0.089299	31	182	187
rust-postgres/rust-postgres	b	Shawn L.	8	0.002944	168	0.046396	0.043452	31	182	187
rust-postgres/rust-postgres	b	Aaron Loucks	5	0.001840	153	0.042254	0.040413	31	182	187
rust-postgres/rust-postgres	b	Paolo Barbolini	77	0.028340	129	0.035626	0.007285	31	182	187
rust-postgres/rust-postgres	b	jaydenelliott	4	0.001472	128	0.035349	0.033877	31	182	187
rust-postgres/rust-postgres	b	Vinicius Hirschle	1	0.000368	74	0.020436	0.020068	31	182	187
rust-postgres/rust-postgres	b	Jakub Wieczorek	2	0.000736	70	0.019332	0.018596	31	182	187
rust-postgres/rust-postgres	b	Tim Anderson	4	0.001472	46	0.012704	0.011231	31	182	187
rust-postgres/rust-postgres	b	Nikhil Benesch	10	0.003681	37	0.010218	0.006538	31	182	187
rust-postgres/rust-postgres	b	ash-hashtag	1	0.000368	33	0.009114	0.008745	31	182	187
rust-postgres/rust-postgres	b	BratSinot	3	0.001104	27	0.007457	0.006352	31	182	187
rust-postgres/rust-postgres	b	philomathic_life	2	0.000736	25	0.006904	0.006168	31	182	187
rust-postgres/rust-postgres	b	Andreas Runfalk	1	0.000368	24	0.006628	0.006260	31	182	187
rust-postgres/rust-postgres	b	Saber Haj Rabiee	7	0.002576	23	0.006352	0.003775	31	182	187
rust-postgres/rust-postgres	b	Matt Duch	2	0.000736	23	0.006352	0.005616	31	182	187
rust-postgres/rust-postgres	b	Joseph Koshakow	4	0.001472	16	0.004419	0.002946	31	182	187
rust-postgres/rust-postgres	b	zach-com	5	0.001840	11	0.003038	0.001198	31	182	187
rust-postgres/rust-postgres	b	Chris West (Faux)	4	0.001472	8	0.002209	0.000737	31	182	187
rust-postgres/rust-postgres	b	dependabot[bot]	18	0.006625	7	0.001933	-0.004692	31	182	187
rust-postgres/rust-postgres	b	Bernardo Uriarte Blanco	5	0.001840	7	0.001933	0.000093	31	182	187
rust-postgres/rust-postgres	b	Zeb Piasecki	5	0.001840	7	0.001933	0.000093	31	182	187
rust-postgres/rust-postgres	b	mibac138	2	0.000736	6	0.001657	0.000921	31	182	187
rust-postgres/rust-postgres	b	Michael Kirk	2	0.000736	6	0.001657	0.000921	31	182	187
rust-postgres/rust-postgres	b	crusopaul	1	0.000368	6	0.001657	0.001289	31	182	187
rust-postgres/rust-postgres	b	Steven Fackler	60	0.022083	5	0.001381	-0.020702	31	182	187
rust-postgres/rust-postgres	b	ds-cbo	4	0.001472	5	0.001381	-0.000091	31	182	187
rust-postgres/rust-postgres	b	Jacob Chang	1	0.000368	5	0.001381	0.001013	31	182	187
rust-postgres/rust-postgres	b	Conrad Ludgate	3	0.001104	4	0.001105	0.000001	31	182	187
rust-postgres/rust-postgres	b	Allan Zhang	9	0.003312	3	0.000829	-0.002484	31	182	187
rust-postgres/rust-postgres	b	Ning Sun	7	0.002576	3	0.000829	-0.001748	31	182	187
rust-postgres/rust-postgres	b	Laurențiu Nicola	2	0.000736	3	0.000829	0.000092	31	182	187
rust-postgres/rust-postgres	b	Mateusz Mikuła	1	0.000368	3	0.000829	0.000460	31	182	187
rust-postgres/rust-postgres	b	Peter Blackson	1	0.000368	3	0.000829	0.000460	31	182	187
rust-postgres/rust-postgres	b	Basti Ortiz	6	0.002208	2	0.000552	-0.001656	31	182	187
rust-postgres/rust-postgres	b	Colin Maxfield	4	0.001472	2	0.000552	-0.000920	31	182	187
rust-postgres/rust-postgres	b	Lukas Kalbertodt	2	0.000736	2	0.000552	-0.000184	31	182	187
rust-postgres/rust-postgres	b	Kristof Mattei	1	0.000368	2	0.000552	0.000184	31	182	187
rust-postgres/rust-postgres	b	Charles Hall	1	0.000368	2	0.000552	0.000184	31	182	187
rust-postgres/rust-postgres	b	gwenn	1	0.000368	2	0.000552	0.000184	31	182	187
rust-postgres/rust-postgres	b	Jeff Davis	5	0.001840	1	0.000276	-0.001564	31	182	187
rust-postgres/rust-postgres	b	lygz5016	3	0.001104	1	0.000276	-0.000828	31	182	187
rust-postgres/rust-postgres	b	Duarte Nunes	2	0.000736	1	0.000276	-0.000460	31	182	187
rust-postgres/rust-postgres	b	Vladislav Nezhutin	1	0.000368	1	0.000276	-0.000092	31	182	187
rust-postgres/rust-postgres	b	George London	1	0.000368	1	0.000276	-0.000092	31	182	187
rust-postgres/rust-postgres	b	Geoffry Song	1	0.000368	1	0.000276	-0.000092	31	182	187
rust-postgres/rust-postgres	b	Thomas de Zeeuw	1	0.000368	1	0.000276	-0.000092	31	182	187
rust-postgres/rust-postgres	b	Trung Dinh	14	0.005153	0	0.000000	-0.005153	31	182	187
rust-postgres/rust-postgres	b	dependabot-preview[bot]	10	0.003681	0	0.000000	-0.003681	31	182	187
rust-postgres/rust-postgres	b	Joe Wilm	10	0.003681	0	0.000000	-0.003681	31	182	187
rust-postgres/rust-postgres	b	Allan Zhang	9	0.003312	0	0.000000	-0.003312	31	182	187
rust-postgres/rust-postgres	b	Alex Crichton	8	0.002944	0	0.000000	-0.002944	31	182	187
rust-postgres/rust-postgres	b	Hirotaka Azuma	7	0.002576	0	0.000000	-0.002576	31	182	187
rust-postgres/rust-postgres	b	Dane Rigby	6	0.002208	0	0.000000	-0.002208	31	182	187
rust-postgres/rust-postgres	b	Ramnivas Laddad	6	0.002208	0	0.000000	-0.002208	31	182	187
rust-postgres/rust-postgres	b	Michael P. Jung	5	0.001840	0	0.000000	-0.001840	31	182	187
rust-postgres/rust-postgres	b	Sergei Patiakin	5	0.001840	0	0.000000	-0.001840	31	182	187
rust-postgres/rust-postgres	b	Andrew Baumhauer	4	0.001472	0	0.000000	-0.001472	31	182	187
rust-postgres/rust-postgres	b	Kevin Butler	4	0.001472	0	0.000000	-0.001472	31	182	187
rust-postgres/rust-postgres	b	dvic	4	0.001472	0	0.000000	-0.001472	31	182	187
rust-postgres/rust-postgres	b	Kyle Huey	4	0.001472	0	0.000000	-0.001472	31	182	187
rust-postgres/rust-postgres	b	Matt Oliver	4	0.001472	0	0.000000	-0.001472	31	182	187
rust-postgres/rust-postgres	b	Nathan VanBenschoten	4	0.001472	0	0.000000	-0.001472	31	182	187
rust-postgres/rust-postgres	b	Paul Hemberger	4	0.001472	0	0.000000	-0.001472	31	182	187
rust-postgres/rust-postgres	b	Lachezar Lechev	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Cody P Schafer	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Erik Johnston	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Chinedu Francis Nwafili	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Harry Maclean	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Sebastian Schmidt	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	kestred	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Maël Obréjan	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Jim Radford	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Richard Dodd	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Ruslan Talpa	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	Steve Klabnik	3	0.001104	0	0.000000	-0.001104	31	182	187
rust-postgres/rust-postgres	b	fakeshadow	2	0.000736	0	0.000000	-0.000736	31	182	187
