repo	seed	author	commits	commitShare	lines	lineShare	gap	filesSampled	filesTotal	authorsTotal
lukeautry/tsoa	a	WoH	248	0.160830	2298	0.139399	-0.021431	54	290	232
lukeautry/tsoa	a	Wolfgang Hobmaier	54	0.035019	1971	0.119563	0.084544	54	290	232
lukeautry/tsoa	a	Jeffrey Lembeck	5	0.003243	1468	0.089051	0.085808	54	290	232
lukeautry/tsoa	a	woh	21	0.013619	1411	0.085593	0.071974	54	290	232
lukeautry/tsoa	a	Dan Greene	75	0.048638	1069	0.064847	0.016209	54	290	232
lukeautry/tsoa	a	Isman Usoh	7	0.004540	1018	0.061753	0.057214	54	290	232
lukeautry/tsoa	a	Kriskit	20	0.012970	927	0.056233	0.043263	54	290	232
lukeautry/tsoa	a	Luke Autry	304	0.197147	805	0.048832	-0.148314	54	290	232
lukeautry/tsoa	a	simon	29	0.018807	713	0.043251	0.024445	54	290	232
lukeautry/tsoa	a	Clooooode	77	0.049935	456	0.027662	-0.022274	54	290	232
lukeautry/tsoa	a	Clooooode	8	0.005188	408	0.024750	0.019562	54	290	232
lukeautry/tsoa	a	WoH	41	0.026589	339	0.020564	-0.006025	54	290	232
lukeautry/tsoa	a	Nándor Németh	12	0.007782	318	0.019290	0.011508	54	290	232
lukeautry/tsoa	a	dependabot[bot]	69	0.044747	311	0.018866	-0.025881	54	290	232
lukeautry/tsoa	a	Mathias Falcon	7	0.004540	277	0.016803	0.012264	54	290	232
lukeautry/tsoa	a	Dmytro Borysovskyi	4	0.002594	206	0.012496	0.009902	54	290	232
lukeautry/tsoa	a	Isman Usoh	20	0.012970	172	0.010434	-0.002536	54	290	232
lukeautry/tsoa	a	Noam Okman	7	0.004540	168	0.010191	0.005652	54	290	232
lukeautry/tsoa	a	pclements12	1	0.000649	149	0.009039	0.008390	54	290	232
lukeautry/tsoa	a	Marcel Michelfelder	1	0.000649	144	0.008735	0.008087	54	290	232
lukeautry/tsoa	a	Clooooode	3	0.001946	123	0.007461	0.005516	54	290	232
lukeautry/tsoa	a	Christian Friedow	8	0.005188	98	0.005945	0.000757	54	290	232
lukeautry/tsoa	a	Valentin Touffet	23	0.014916	95	0.005763	-0.009153	54	290	232
lukeautry/tsoa	a	Christopher Fitzner	4	0.002594	66	0.004004	0.001410	54	290	232
lukeautry/tsoa	a	k.bagrov	5	0.003243	61	0.003700	0.000458	54	290	232
lukeautry/tsoa	a	simon	8	0.005188	59	0.003579	-0.001609	54	290	232
lukeautry/tsoa	a	Andrii Mozharovskyi	1	0.000649	55	0.003336	0.002688	54	290	232
lukeautry/tsoa	a	Jon Jensen	2	0.001297	51	0.003094	0.001797	54	290	232
lukeautry/tsoa	a	Daniel Seijo	1	0.000649	51	0.003094	0.002445	54	290	232
lukeautry/tsoa	a	John Conley	6	0.003891	45	0.002730	-0.001161	54	290	232
lukeautry/tsoa	a	Frank Prößdorf	18	0.011673	43	0.002608	-0.009065	54	290	232
lukeautry/tsoa	a	Ahmed Hekal	5	0.003243	40	0.002426	-0.000816	54	290	232
lukeautry/tsoa	a	Derek Rada	2	0.001297	38	0.002305	0.001008	54	290	232
lukeautry/tsoa	a	Connor	3	0.001946	36	0.002184	0.000238	54	290	232
lukeautry/tsoa	a	Juho Saarinen	1	0.000649	36	0.002184	0.001535	54	290	232
lukeautry/tsoa	a	kchobantonov	4	0.002594	33	0.002002	-0.000592	54	290	232
lukeautry/tsoa	a	Nathan Vecchiarelli	3	0.001946	33	0.002002	0.000056	54	290	232
lukeautry/tsoa	a	Roy Kakkenberg	2	0.001297	33	0.002002	0.000705	54	290	232
lukeautry/tsoa	a	Alden Quimby	8	0.005188	32	0.001941	-0.003247	54	290	232
lukeautry/tsoa	a	Josh Chappelow	19	0.012322	31	0.001880	-0.010441	54	290	232
lukeautry/tsoa	a	mrl5	6	0.003891	30	0.001820	-0.002071	54	290	232
lukeautry/tsoa	a	Audun Wigum Arbo	1	0.000649	30	0.001820	0.001171	54	290	232
lukeautry/tsoa	a	Mark Nevill	6	0.003891	28	0.001699	-0.002193	54	290	232
lukeautry/tsoa	a	Dominykas Valutis	4	0.002594	27	0.001638	-0.000956	54	290	232
lukeautry/tsoa	a	DjakaTechnology	7	0.004540	26	0.001577	-0.002962	54	290	232
lukeautry/tsoa	a	itamarco	2	0.001297	26	0.001577	0.000280	54	290	232
lukeautry/tsoa	a	joni	6	0.003891	25	0.001517	-0.002375	54	290	232
lukeautry/tsoa	a	Mustapha Ben Chaaben	3	0.001946	25	0.001517	-0.000429	54	290	232
lukeautry/tsoa	a	Gijsdeman	2	0.001297	25	0.001517	0.000220	54	290	232
lukeautry/tsoa	a	Vincent van der Weele	10	0.006485	24	0.001456	-0.005029	54	290	232
lukeautry/tsoa	a	Alex Ward	9	0.005837	24	0.001456	-0.004381	54	290	232
lukeautry/tsoa	a	Alexey Pelykh	2	0.001297	24	0.001456	0.000159	54	290	232
lukeautry/tsoa	a	Tom Boothman	2	0.001297	24	0.001456	0.000159	54	290	232
lukeautry/tsoa	a	Jook	2	0.001297	21	0.001274	-0.000023	54	290	232
lukeautry/tsoa	a	Kannan Goundan	2	0.001297	20	0.001213	-0.000084	54	290	232
lukeautry/tsoa	a	David Zeng	7	0.004540	18	0.001092	-0.003448	54	290	232
lukeautry/tsoa	a	Stefan Ißmer	4	0.002594	18	0.001092	-0.001502	54	290	232
lukeautry/tsoa	a	orgoro	2	0.001297	18	0.001092	-0.000205	54	290	232
lukeautry/tsoa	a	Hasyimi Bahrudin	1	0.000649	18	0.001092	0.000443	54	290	232
lukeautry/tsoa	a	Valentin T	3	0.001946	17	0.001031	-0.000914	54	290	232
lukeautry/tsoa	a	Ronan Jouchet	1	0.000649	17	0.001031	0.000383	54	290	232
lukeautry/tsoa	a	Santeri Elo	3	0.001946	16	0.000971	-0.000975	54	290	232
lukeautry/tsoa	a	Felix Gnass	3	0.001946	15	0.000910	-0.001036	54	290	232
lukeautry/tsoa	a	Francesco Zanitti	1	0.000649	14	0.000849	0.000201	54	290	232
lukeautry/tsoa	a	Trevor	1	0.000649	13	0.000789	0.000140	54	290	232
lukeautry/tsoa	a	Wilker	1	0.000649	13	0.000789	0.000140	54	290	232
lukeautry/tsoa	a	martialt	2	0.001297	12	0.000728	-0.000569	54	290	232
lukeautry/tsoa	a	Ryan Lee	18	0.011673	11	0.000667	-0.011006	54	290	232
lukeautry/tsoa	a	Richard Honor	1	0.000649	11	0.000667	0.000019	54	290	232
lukeautry/tsoa	a	Eric Lee	2	0.001297	10	0.000607	-0.000690	54	290	232
lukeautry/tsoa	a	jokj624	4	0.002594	9	0.000546	-0.002048	54	290	232
lukeautry/tsoa	a	Daniel M. Pomerantz	3	0.001946	8	0.000485	-0.001460	54	290	232
lukeautry/tsoa	a	Christopher Fitzner	3	0.001946	8	0.000485	-0.001460	54	290	232
lukeautry/tsoa	a	Jens	2	0.001297	8	0.000485	-0.000812	54	290	232
lukeautry/tsoa	a	Andrew Jacks	1	0.000649	8	0.000485	-0.000163	54	290	232
lukeautry/tsoa	a	Szymon Planeta	1	0.000649	8	0.000485	-0.000163	54	290	232
lukeautry/tsoa	a	Max Cantor	2	0.001297	7	0.000425	-0.000872	54	290	232
lukeautry/tsoa	a	Simon La Personne	2	0.001297	7	0.000425	-0.000872	54	290	232
lukeautry/tsoa	a	Blake	1	0.000649	7	0.000425	-0.000224	54	290	232
lukeautry/tsoa	a	Daniel Stříbrný	1	0.000649	7	0.000425	-0.000224	54	290	232
lukeautry/tsoa	a	marudor	1	0.000649	7	0.000425	-0.000224	54	290	232
lukeautry/tsoa	a	Shaun Mason	5	0.003243	6	0.000364	-0.002879	54	290	232
lukeautry/tsoa	a	egandro	4	0.002594	6	0.000364	-0.002230	54	290	232
lukeautry/tsoa	a	Harsh Pandey	3	0.001946	6	0.000364	-0.001582	54	290	232
lukeautry/tsoa	a	Simon Tsvilik	2	0.001297	6	0.000364	-0.000933	54	290	232
lukeautry/tsoa	a	David Poetzsch-Heffter	1	0.000649	6	0.000364	-0.000285	54	290	232
lukeautry/tsoa	a	Ivan	2	0.001297	5	0.000303	-0.000994	54	290	232
lukeautry/tsoa	a	miszczu-drako	1	0.000649	5	0.000303	-0.000345	54	290	232
lukeautry/tsoa	a	Mathis Wiehl	1	0.000649	5	0.000303	-0.000345	54	290	232
lukeautry/tsoa	a	Samy El Aridi	1	0.000649	5	0.000303	-0.000345	54	290	232
lukeautry/tsoa	a	Michael Harrington	4	0.002594	4	0.000243	-0.002351	54	290	232
lukeautry/tsoa	a	Ryan Goldstein	3	0.001946	4	0.000243	-0.001703	54	290	232
lukeautry/tsoa	a	Lucas Rudd	2	0.001297	4	0.000243	-0.001054	54	290	232
lukeautry/tsoa	a	Andrii Kozin	1	0.000649	4	0.000243	-0.000406	54	290	232
lukeautry/tsoa	a	andreasrueedlinger	3	0.001946	3	0.000182	-0.001764	54	290	232
lukeautry/tsoa	a	Ellis Whitehead	2	0.001297	3	0.000182	-0.001115	54	290	232
lukeautry/tsoa	a	marius-usvat	2	0.001297	3	0.000182	-0.001115	54	290	232
lukeautry/tsoa	a	David	1	0.000649	3	0.000182	-0.000467	54	290	232
lukeautry/tsoa	a	Tero Kujala	1	0.000649	3	0.000182	-0.000467	54	290	232
lukeautry/tsoa	a	James Tharpe	1	0.000649	3	0.000182	-0.000467	54	290	232
lukeautry/tsoa	a	HoldYourWaffle	15	0.009728	2	0.000121	-0.009606	54	290	232
lukeautry/tsoa	a	mhyeun	3	0.001946	2	0.000121	-0.001824	54	290	232
lukeautry/tsoa	a	Vincent Clair	3	0.001946	2	0.000121	-0.001824	54	290	232
lukeautry/tsoa	a	David Poetzsch-Heffter	2	0.001297	2	0.000121	-0.001176	54	290	232
lukeautry/tsoa	a	Jan Kaiser	1	0.000649	2	0.000121	-0.000527	54	290	232
lukeautry/tsoa	a	louib	1	0.000649	2	0.000121	-0.000527	54	290	232
lukeautry/tsoa	a	Braden Mars	11	0.007134	1	0.000061	-0.007073	54	290	232
lukeautry/tsoa	a	Vladimir	4	0.002594	1	0.000061	-0.002533	54	290	232
lukeautry/tsoa	a	fhewitt	4	0.002594	1	0.000061	-0.002533	54	290	232
lukeautry/tsoa	a	Marcel Link	4	0.002594	1	0.000061	-0.002533	54	290	232
lukeautry/tsoa	a	anton-iskryzhytskyi	2	0.001297	1	0.000061	-0.001236	54	290	232
lukeautry/tsoa	a	Alden Quimby	2	0.001297	1	0.000061	-0.001236	54	290	232
lukeautry/tsoa	a	Maciej Kopeć	2	0.001297	1	0.000061	-0.001236	54	290	232
lukeautry/tsoa	a	Mubin Amerruddin	2	0.001297	1	0.000061	-0.001236	54	290	232
lukeautry/tsoa	a	0v3rst33r	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Parundeep Singh	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Ed Brannin	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Benjamin Buhler	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Marcel Michelfelder	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Nick Shearer	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Peter Müller	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Sandesh	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Fahad A. Al Khaled	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Constantin	1	0.000649	1	0.000061	-0.000588	54	290	232
lukeautry/tsoa	a	Al Ganiev	6	0.003891	0	0.000000	-0.003891	54	290	232
lukeautry/tsoa	a	pauliyobo	6	0.003891	0	0.000000	-0.003891	54	290	232
lukeautry/tsoa	a	Petr Kubeš	6	0.003891	0	0.000000	-0.003891	54	290	232
lukeautry/tsoa	a	Scott Cooper	6	0.003891	0	0.000000	-0.003891	54	290	232
lukeautry/tsoa	a	Philipp Katz	4	0.002594	0	0.000000	-0.002594	54	290	232
lukeautry/tsoa	a	Aiden Wallis	3	0.001946	0	0.000000	-0.001946	54	290	232
lukeautry/tsoa	a	Algirdas Grumuldis	3	0.001946	0	0.000000	-0.001946	54	290	232
lukeautry/tsoa	a	fabripautasso	3	0.001946	0	0.000000	-0.001946	54	290	232
lukeautry/tsoa	a	francesco	3	0.001946	0	0.000000	-0.001946	54	290	232
lukeautry/tsoa	a	Gustavo Landtreter	3	0.001946	0	0.000000	-0.001946	54	290	232
lukeautry/tsoa	a	Matthias Kunnen	3	0.001946	0	0.000000	-0.001946	54	290	232
lukeautry/tsoa	a	Michael Scott-Nelson	3	0.001946	0	0.000000	-0.001946	54	290	232
lukeautry/tsoa	a	Ryan Keener	3	0.001946	0	0.000000	-0.001946	54	290	232
lukeautry/tsoa	a	0v3rst33r	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Josh Chappelow	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	John Bayly	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Amazing Turtle	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Charles Chan	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Christopher Fitzner	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Jerod King	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Jessica and Patricio	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Jonathan Erel	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Jule Marcoueille	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Lucian Buzzo	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Anton	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Patrick Clements	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Patrick Burrows	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Sargis	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Simon Tretter	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Stephen Taylor	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Tim Ruffles	2	0.001297	0	0.000000	-0.001297	54	290	232
lukeautry/tsoa	a	Christian Gonzalez	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Jack	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Oskar Baumann	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Shiou-Ju	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Mohammad-Ali A'RÂBI	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	David Aktary	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Alex Chambers	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Andrew Benz	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Andrew Matheny	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	AntoineABI	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Artem Rapoport	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Thomas Navennec	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Audun Wigum Arbo	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Aurélien Bertron	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Ben Wells	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Benjamin Buhler	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Benjamin Kniffler	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Brian Bauman	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Bruno de Queiroz	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Craig Bassett	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	chaowlert	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Christoph Burnicki	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Clément Merlin	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Chi Ma	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Ian Copp	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Redlock	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	dderevjanik	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Dave Leaver	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Kyle Galvin	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Denis Vishniakov	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Derek Rada	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Masanori Doizaki	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	El Cas	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Egor Manzhula	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Elay Gliksberg	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Eric Wooley	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	eug48	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Filip Seman	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	fortune	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Guillaume Grossetie	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Graham Plata	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Jan Reusch	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	JASKEERAT SINGH	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Jay Clark	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Jay A. Patel	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Jeremy Nagel	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	joao	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	John Cashmore	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	jerome	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	jstienne	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Julian Fell	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	James Wigley	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Pavel Kotov	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Lucas Costa	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Mark Nevill	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Matthew Dean	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Matt Hersee	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	lokmeinmatz	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Michał Mrozek	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Miguel Savignano	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Michael Beaumont	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Narayana Rengaswamy	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Oliver Marienfeld	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Paul Shippy	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Nicholas Peretti	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Nate Cheng	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Rastislav Švarba	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Oskar	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Florian Rappl	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	🐀 Rastislav Švarba	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	rmendonca	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Ze-Hao Wang	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Sam Bernard	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Simon Feiden	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Tamas	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	Thibaud Desodt	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	a	zhangfisher	1	0.000649	0	0.000000	-0.000649	54	290	232
lukeautry/tsoa	b	Luke Autry	304	0.197147	1527	0.128503	-0.068644	67	290	232
lukeautry/tsoa	b	WoH	248	0.160830	1333	0.112177	-0.048653	67	290	232
lukeautry/tsoa	b	Dan Greene	75	0.048638	1135	0.095515	0.046876	67	290	232
lukeautry/tsoa	b	Isman Usoh	7	0.004540	1028	0.086510	0.081971	67	290	232
lukeautry/tsoa	b	Clooooode	8	0.005188	840	0.070689	0.065501	67	290	232
lukeautry/tsoa	b	Clooooode	77	0.049935	606	0.050997	0.001062	67	290	232
lukeautry/tsoa	b	WoH	41	0.026589	472	0.039721	0.013132	67	290	232
lukeautry/tsoa	b	Marcel Michelfelder	1	0.000649	404	0.033998	0.033350	67	290	232
lukeautry/tsoa	b	Nándor Németh	12	0.007782	342	0.028781	0.020999	67	290	232
lukeautry/tsoa	b	Isman Usoh	20	0.012970	248	0.020870	0.007900	67	290	232
lukeautry/tsoa	b	Daniel Seijo	1	0.000649	172	0.014474	0.013826	67	290	232
lukeautry/tsoa	b	Kriskit	20	0.012970	157	0.013212	0.000242	67	290	232
lukeautry/tsoa	b	Christopher Fitzner	4	0.002594	148	0.012455	0.009861	67	290	232
lukeautry/tsoa	b	mrl5	6	0.003891	147	0.012371	0.008480	67	290	232
lukeautry/tsoa	b	Dominykas Valutis	4	0.002594	142	0.011950	0.009356	67	290	232
lukeautry/tsoa	b	k.bagrov	5	0.003243	136	0.011445	0.008202	67	290	232
lukeautry/tsoa	b	Vincent van der Weele	10	0.006485	129	0.010856	0.004371	67	290	232
lukeautry/tsoa	b	Frank Prößdorf	18	0.011673	121	0.010183	-0.001491	67	290	232
lukeautry/tsoa	b	pclements12	1	0.000649	118	0.009930	0.009282	67	290	232
lukeautry/tsoa	b	Valentin Touffet	23	0.014916	111	0.009341	-0.005575	67	290	232
lukeautry/tsoa	b	Derek Rada	2	0.001297	96	0.008079	0.006782	67	290	232
lukeautry/tsoa	b	Mark Nevill	1	0.000649	82	0.006901	0.006252	67	290	232
lukeautry/tsoa	b	Mark Nevill	6	0.003891	80	0.006732	0.002841	67	290	232
lukeautry/tsoa	b	Clooooode	3	0.001946	80	0.006732	0.004787	67	290	232
lukeautry/tsoa	b	Roy Kakkenberg	2	0.001297	79	0.006648	0.005351	67	290	232
lukeautry/tsoa	b	Dmytro Borysovskyi	4	0.002594	78	0.006564	0.003970	67	290	232
lukeautry/tsoa	b	simon	8	0.005188	71	0.005975	0.000787	67	290	232
lukeautry/tsoa	b	Tom Boothman	2	0.001297	71	0.005975	0.004678	67	290	232
lukeautry/tsoa	b	John Conley	6	0.003891	64	0.005386	0.001495	67	290	232
lukeautry/tsoa	b	kchobantonov	4	0.002594	63	0.005302	0.002708	67	290	232
lukeautry/tsoa	b	Wolfgang Hobmaier	54	0.035019	62	0.005218	-0.029802	67	290	232
lukeautry/tsoa	b	Noam Okman	7	0.004540	61	0.005133	0.000594	67	290	232
lukeautry/tsoa	b	andreasrueedlinger	3	0.001946	60	0.005049	0.003104	67	290	232
lukeautry/tsoa	b	Christian Friedow	8	0.005188	55	0.004628	-0.000560	67	290	232
lukeautry/tsoa	b	Josh Chappelow	2	0.001297	54	0.004544	0.003247	67	290	232
lukeautry/tsoa	b	Christopher Fitzner	3	0.001946	53	0.004460	0.002515	67	290	232
lukeautry/tsoa	b	Jon Jensen	2	0.001297	52	0.004376	0.003079	67	290	232
lukeautry/tsoa	b	Francesco Zanitti	1	0.000649	46	0.003871	0.003223	67	290	232
lukeautry/tsoa	b	Alden Quimby	8	0.005188	45	0.003787	-0.001401	67	290	232
lukeautry/tsoa	b	martialt	2	0.001297	44	0.003703	0.002406	67	290	232
lukeautry/tsoa	b	Petr Kubes	6	0.003891	40	0.003366	-0.000525	67	290	232
lukeautry/tsoa	b	Stefan Ißmer	4	0.002594	36	0.003030	0.000436	67	290	232
lukeautry/tsoa	b	Gijsdeman	2	0.001297	35	0.002945	0.001648	67	290	232
lukeautry/tsoa	b	Ivan	2	0.001297	34	0.002861	0.001564	67	290	232
lukeautry/tsoa	b	Scott Cooper	6	0.003891	33	0.002777	-0.001114	67	290	232
lukeautry/tsoa	b	Santeri Elo	3	0.001946	33	0.002777	0.000832	67	290	232
lukeautry/tsoa	b	Blake	1	0.000649	33	0.002777	0.002129	67	290	232
lukeautry/tsoa	b	Audun Wigum Arbo	1	0.000649	33	0.002777	0.002129	67	290	232
lukeautry/tsoa	b	Constantin	1	0.000649	33	0.002777	0.002129	67	290	232
lukeautry/tsoa	b	Ryan Keener	3	0.001946	32	0.002693	0.000747	67	290	232
lukeautry/tsoa	b	Josh Chappelow	19	0.012322	29	0.002440	-0.009881	67	290	232
lukeautry/tsoa	b	Alex Ward	9	0.005837	29	0.002440	-0.003396	67	290	232
lukeautry/tsoa	b	JASKEERAT SINGH	1	0.000649	29	0.002440	0.001792	67	290	232
lukeautry/tsoa	b	jokj624	4	0.002594	27	0.002272	-0.000322	67	290	232
lukeautry/tsoa	b	pauliyobo	6	0.003891	26	0.002188	-0.001703	67	290	232
lukeautry/tsoa	b	Valentin T	3	0.001946	26	0.002188	0.000242	67	290	232
lukeautry/tsoa	b	DjakaTechnology	7	0.004540	25	0.002104	-0.002436	67	290	232
lukeautry/tsoa	b	Alexey Pelykh	2	0.001297	24	0.002020	0.000723	67	290	232
lukeautry/tsoa	b	Juho Saarinen	1	0.000649	24	0.002020	0.001371	67	290	232
lukeautry/tsoa	b	Shaun Mason	5	0.003243	23	0.001936	-0.001307	67	290	232
lukeautry/tsoa	b	Jook	2	0.001297	22	0.001851	0.000554	67	290	232
lukeautry/tsoa	b	Braden Mars	11	0.007134	21	0.001767	-0.005366	67	290	232
lukeautry/tsoa	b	Simon Tsvilik	2	0.001297	21	0.001767	0.000470	67	290	232
lukeautry/tsoa	b	Nathan Vecchiarelli	3	0.001946	20	0.001683	-0.000262	67	290	232
lukeautry/tsoa	b	John Bayly	2	0.001297	20	0.001683	0.000386	67	290	232
